Breeding_season,Nest_box_ID,Female_ID ,Female_cohort,Female_age,First_egg_lay_date,Lay_av_temp_celcius,Clutch_size,Inc_start_date,Laying_gap,Hatch_date,Inc_period_length_days,Obs_date,Obs_bout_time,Inc_day,Total_obs_duration_minutes,Bout_type_on_off,Bout_duration_seconds,Obs_Niwa_daily_av_ambient_temp_celcius,Lay_date_av_temp
2019/2020,B22/25,CP13437,2018/2019,1,02/11/2019,13.65576801,4,05/11/2019,0,20/11/2019,15,07/11/2019,14:40:10,3,60,off,410,17.67597239,13.65576801
2019/2020,B22/25,CP13437,2018/2019,1,02/11/2019,13.65576801,4,05/11/2019,0,20/11/2019,15,07/11/2019,14:47:00,3,60,on,N/A,17.67597239,13.65576801
2019/2020,B22/25,CP13437,2018/2019,1,02/11/2019,13.65576801,4,05/11/2019,0,20/11/2019,15,07/11/2019,13:48:27,1,63,on,2053,17.67597239,13.65576801
2019/2020,B22/25,CP13437,2018/2019,1,02/11/2019,13.65576801,4,05/11/2019,0,20/11/2019,15,07/11/2019,14:22:40,1,63,off,323,17.67597239,13.65576801
2019/2020,B22/25,CP13437,2018/2019,1,02/11/2019,13.65576801,4,05/11/2019,0,20/11/2019,15,07/11/2019,14:28:03,1,63,on,727,17.67597239,13.65576801
2019/2020,B22/25,CP13437,2018/2019,1,02/11/2019,13.65576801,4,05/11/2019,0,20/11/2019,15,07/11/2019,14:40:10,1,63,off,410,17.67597239,13.65576801
2019/2020,B22/25,CP13437,2018/2019,1,02/11/2019,13.65576801,4,05/11/2019,0,20/11/2019,15,07/11/2019,14:47:00,1,63,on,N/A,17.67597239,13.65576801
2019/2020,B22/28,CP12941,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,12:15:55,1,70,off,341,18.18735825,18.24499931
2019/2020,B22/28,CP12941,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,12:21:36,1,70,on,1124,18.18735825,18.24499931
2019/2020,B22/28,CP12941,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,12:40:20,1,70,off,262,18.18735825,18.24499931
2019/2020,B22/28,CP12941,2017/2018,2,03/12/2019,18.24499931,4,06/12/2019,0,20/12/2019,14,07/12/2019,12:44:42,1,70,on,N/A,18.18735825,18.24499931
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,05/11/2019,12:33:00,2,60,off,120,16.12916613,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,05/11/2019,12:35:00,2,60,on,600,16.12916613,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,05/11/2019,12:45:00,2,60,off,410,16.12916613,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,05/11/2019,12:51:50,2,60,on,2130,16.12916613,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,05/11/2019,13:27:20,2,60,off,340,16.12916613,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,05/11/2019,13:33:00,2,60,on,N/A,16.12916613,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,12/11/2019,10:06:59,8,93,off,370,14.34224529,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,12/11/2019,10:13:09,8,93,on,881,14.34224529,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,12/11/2019,10:27:50,8,93,off,231,14.34224529,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,12/11/2019,10:31:41,8,93,on,756,14.34224529,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,12/11/2019,10:44:17,8,93,off,422,14.34224529,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,12/11/2019,10:51:19,8,93,on,3857,14.34224529,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,18/11/2019,14:23:12,13,57,off,5868,16.81427965,14.03210604
2019/2020,B22/30,CP9214,2015/2016,4,01/11/2019,14.03210604,4,04/11/2019,0,18/11/2019,14,18/11/2019,16:01:00,13,57,off,N/A,16.81427965,14.03210604
2019/2020,B22/37,CP13445,2018/2019,1,11/11/2019,15.46997091,4,15/11/2019,1,29/11/2019,14,22/11/2019,09:47:52,7,65,off,577,14.40416606,15.46997091
2019/2020,B22/37,CP13445,2018/2019,1,11/11/2019,15.46997091,4,15/11/2019,1,29/11/2019,14,22/11/2019,09:57:29,7,65,on,883,14.40416606,15.46997091
2019/2020,B22/37,CP13445,2018/2019,1,11/11/2019,15.46997091,4,15/11/2019,1,29/11/2019,14,22/11/2019,10:12:12,7,65,off,398,14.40416606,15.46997091
2019/2020,B22/37,CP13445,2018/2019,1,11/11/2019,15.46997091,4,15/11/2019,1,29/11/2019,14,22/11/2019,10:18:50,7,65,on,327,14.40416606,15.46997091
2019/2020,B22/37,CP13445,2018/2019,1,11/11/2019,15.46997091,4,15/11/2019,1,29/11/2019,14,22/11/2019,10:24:17,7,65,off,382,14.40416606,15.46997091
2019/2020,B22/37,CP13445,2018/2019,1,11/11/2019,15.46997091,4,15/11/2019,1,29/11/2019,14,22/11/2019,10:30:39,7,65,on,N/A,14.40416606,15.46997091
2019/2020,B22/37,CP13445,2018/2019,1,11/11/2019,15.46997091,4,15/11/2019,1,29/11/2019,14,28/11/2019,09:32:03,13,140,off,191,18.11960264,15.46997091
2019/2020,B22/37,CP13445,2018/2019,1,11/11/2019,15.46997091,4,15/11/2019,1,29/11/2019,14,28/11/2019,09:35:14,13,140,on,N/A,18.11960264,15.46997091
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,28/11/2019,11:46:38,1,60,off,383,18.11960264,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,28/11/2019,11:53:01,1,60,on,1481,18.11960264,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,28/11/2019,12:17:42,1,60,off,289,18.11960264,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,28/11/2019,12:22:31,1,60,on,270,18.11960264,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,28/11/2019,12:27:01,1,60,off,224,18.11960264,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,28/11/2019,12:30:45,1,60,on,228,18.11960264,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,28/11/2019,12:34:33,1,60,off,N/A,18.11960264,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,04/12/2019,11:05:03,7,82,off,388,18.05990033,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,04/12/2019,11:11:31,7,82,on,700,18.05990033,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,04/12/2019,11:23:11,7,82,off,1127,18.05990033,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,04/12/2019,11:41:58,7,82,on,396,18.05990033,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,04/12/2019,11:48:34,7,82,off,178,18.05990033,16.77855774
2019/2020,B22/4,CP13527,2018/2019,1,24/11/2019,16.77855774,4,27/11/2019,0,11/12/2019,14,04/12/2019,11:51:32,7,82,on,N/A,18.05990033,16.77855774
2019/2020,B22/9,CP13003,2017/2018,2,05/12/2019,17.28930305,3,07/12/2019,N/A,22/12/2019,15,09/12/2019,12:37:21,1,67,off,192,17.95104454,17.28930305
2019/2020,B22/9,CP13003,2017/2018,2,05/12/2019,17.28930305,3,07/12/2019,N/A,22/12/2019,15,09/12/2019,12:40:33,1,67,on,260,17.95104454,17.28930305
2019/2020,B22/9,CP13003,2017/2018,2,05/12/2019,17.28930305,3,07/12/2019,N/A,22/12/2019,15,09/12/2019,12:44:53,1,67,off,66,17.95104454,17.28930305
2019/2020,B22/9,CP13003,2017/2018,2,05/12/2019,17.28930305,3,07/12/2019,N/A,22/12/2019,15,09/12/2019,12:45:59,1,67,on,253,17.95104454,17.28930305
2019/2020,B22/9,CP13003,2017/2018,2,05/12/2019,17.28930305,3,07/12/2019,N/A,22/12/2019,15,09/12/2019,12:50:12,1,67,off,187,17.95104454,17.28930305
2019/2020,B22/9,CP13003,2017/2018,2,05/12/2019,17.28930305,3,07/12/2019,N/A,22/12/2019,15,09/12/2019,12:53:19,1,67,on,899,17.95104454,17.28930305
2019/2020,B22/9,CP13003,2017/2018,2,05/12/2019,17.28930305,3,07/12/2019,N/A,22/12/2019,15,09/12/2019,13:08:18,1,67,off,651,17.95104454,17.28930305
2019/2020,B22/9,CP13003,2017/2018,2,05/12/2019,17.28930305,3,07/12/2019,N/A,22/12/2019,15,09/12/2019,13:19:09,1,67,on,N/A,17.95104454,17.28930305
2019/2020,B23/7,CP9232,2015/2016,4,29/11/2019,18.11077028,4,02/12/2019,0,17/12/2019,15,04/12/2019,13:59:28,2,85,on,1329,18.05990033,18.11077028
2019/2020,B23/7,CP9232,2015/2016,4,29/11/2019,18.11077028,4,02/12/2019,0,17/12/2019,15,04/12/2019,14:21:37,2,85,off,414,18.05990033,18.11077028
2019/2020,B23/7,CP9232,2015/2016,4,29/11/2019,18.11077028,4,02/12/2019,0,17/12/2019,15,04/12/2019,14:28:31,2,85,on,2142,18.05990033,18.11077028
2019/2020,B23/7,CP9232,2015/2016,4,29/11/2019,18.11077028,4,02/12/2019,0,17/12/2019,15,04/12/2019,15:04:13,2,85,off,312,18.05990033,18.11077028
2019/2020,B23/7,CP9232,2015/2016,4,29/11/2019,18.11077028,4,02/12/2019,0,17/12/2019,15,04/12/2019,15:09:25,2,85,on,N/A,18.05990033,18.11077028
2019/2020,B23/7,CP9232,2015/2016,4,29/11/2019,18.11077028,4,02/12/2019,0,17/12/2019,15,09/12/2019,11:36:22,7,73,off,304,17.95104454,18.11077028
2019/2020,B23/7,CP9232,2015/2016,4,29/11/2019,18.11077028,4,02/12/2019,0,17/12/2019,15,09/12/2019,11:41:26,7,73,on,2062,17.95104454,18.11077028
2019/2020,B23/7,CP9232,2015/2016,4,29/11/2019,18.11077028,4,02/12/2019,0,17/12/2019,15,09/12/2019,12:15:48,7,73,off,N/A,17.95104454,18.11077028
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,13:29:00,2,149.4333333,on,1565,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,13:55:05,2,149.4333333,off,310,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:00:15,2,149.4333333,on,1084,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:18:19,2,149.4333333,off,202,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:21:41,2,149.4333333,on,361,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:27:42,2,149.4333333,off,420,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:34:42,2,149.4333333,on,860,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:49:02,2,149.4333333,on,292,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:53:54,2,149.4333333,off,729,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:06:03,2,149.4333333,on,237,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:10:00,2,149.4333333,on,303,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:15:03,2,149.4333333,off,358,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:21:01,2,149.4333333,on,678,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:32:19,2,149.4333333,off,397,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:38:56,2,149.4333333,on,127,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:41:03,2,149.4333333,off,115,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:42:58,2,149.4333333,on,928,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:58:26,2,149.4333333,off,N/A,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,13:55:05,1,149.4333333,off,310,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:00:15,1,149.4333333,on,1084,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:18:19,1,149.4333333,off,210,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:21:49,1,149.4333333,on,353,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:27:42,1,149.4333333,off,420,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:34:42,1,149.4333333,on,860,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:49:02,1,149.4333333,off,292,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,14:53:54,1,149.4333333,on,729,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:06:03,1,149.4333333,off,237,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:10:00,1,149.4333333,on,303,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:15:03,1,149.4333333,off,358,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:21:01,1,149.4333333,on,678,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:32:19,1,149.4333333,off,397,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:38:56,1,149.4333333,on,127,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:41:03,1,149.4333333,off,115,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:42:58,1,149.4333333,on,761,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:55:39,1,149.4333333,on,167,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,08/11/2019,15:58:26,1,149.4333333,off,N/A,16.73678583,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,14/11/2019,10:32:41,7,59,on,166,16.09596223,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,14/11/2019,10:35:27,7,59,off,231,16.09596223,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,14/11/2019,10:39:18,7,59,on,732,16.09596223,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,14/11/2019,10:51:30,7,59,off,250,16.09596223,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,14/11/2019,10:55:40,7,59,on,139,16.09596223,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,14/11/2019,10:57:59,7,59,off,317,16.09596223,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,14/11/2019,11:03:16,7,59,on,896,16.09596223,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,14/11/2019,11:18:12,7,59,off,379,16.09596223,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,14/11/2019,11:24:31,7,59,on,N/A,16.09596223,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,20/11/2019,12:38:00,13,70,off,632,13.51665639,15.4
2019/2020,B23/8,CP11802,2016/2017,3,04/11/2019,15.4,4,07/11/2019,0,22/11/2019,15,20/11/2019,12:48:32,13,70,on,N/A,13.51665639,15.4
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,21/11/2019,15:01:35,7,0,on,926,16.25176913,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,21/11/2019,15:17:01,7,0,on,315,16.25176913,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,21/11/2019,15:22:16,7,0,off,125,16.25176913,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,21/11/2019,15:24:21,7,0,on,339,16.25176913,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,21/11/2019,15:30:00,7,0,off,250,16.25176913,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,21/11/2019,15:34:10,7,0,on,290,16.25176913,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,21/11/2019,15:39:00,7,0,off,N/A,16.25176913,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,27/11/2019,11:01:32,13,61,on,510,17.28785701,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,27/11/2019,11:10:02,13,61,off,349,17.28785701,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,27/11/2019,11:15:51,13,61,on,256,17.28785701,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,27/11/2019,11:20:07,13,61,off,246,17.28785701,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,27/11/2019,11:24:13,13,61,on,564,17.28785701,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,27/11/2019,11:33:37,13,61,on,100,17.28785701,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,27/11/2019,11:35:17,13,61,off,83,17.28785701,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,27/11/2019,11:36:40,13,61,on,440,17.28785701,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,27/11/2019,11:44:00,13,61,off,678,17.28785701,15.46997091
2019/2020,B3/1,CP12981,2017/2018,2,11/11/2019,15.46997091,4,14/11/2019,0,29/11/2019,15,27/11/2019,11:55:18,13,61,on,N/A,17.28785701,15.46997091
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,16:08:00,1,64,on,485,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,16:16:05,1,64,off,257,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,16:20:22,1,64,on,1293,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,16:41:55,1,64,off,322,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,16:47:17,1,64,on,873,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,17:01:50,1,64,off,430,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,17:09:00,1,64,on,N/A,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,11/11/2019,11:03:28,7,60.55,off,298,15.46997091,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,11/11/2019,11:08:26,7,60.55,on,1476,15.46997091,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,11/11/2019,11:33:02,7,60.55,off,128,15.46997091,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,11/11/2019,11:35:10,7,60.55,on,644,15.46997091,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,11/11/2019,11:45:54,7,60.55,off,279,15.46997091,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,11/11/2019,11:50:33,7,60.55,on,N/A,15.46997091,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,16:16:05,7,60.55,off,257,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,16:20:22,1,64,on,1293,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,16:41:55,1,64,off,322,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,16:47:17,1,64,on,873,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,17:01:50,1,64,off,430,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,06/11/2019,17:09:00,1,64,on,N/A,16.74275963,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,17/11/2019,14:24:00,13,11,off,300,15.76832268,14.03210604
2019/2020,B3/10,CP11865,2016/2017,3,01/11/2019,14.03210604,3,04/11/2019,1,19/11/2019,15,17/11/2019,14:29:00,13,11,on,N/A,15.76832268,14.03210604
2019/2020,B4/1,CP8183,2014/2015,5,05/11/2019,16.12916613,4,08/11/2019,0,22/11/2019,14,21/11/2019,16:36:03,13,61,off,487,16.25176913,16.12916613
2019/2020,B4/1,CP8183,2014/2015,5,05/11/2019,16.12916613,4,08/11/2019,0,22/11/2019,14,21/11/2019,16:44:10,13,61,on,557,16.25176913,16.12916613
2019/2020,B4/1,CP8183,2014/2015,5,05/11/2019,16.12916613,4,08/11/2019,0,22/11/2019,14,21/11/2019,16:53:27,13,61,off,323,16.25176913,16.12916613
2019/2020,B4/1,CP8183,2014/2015,5,05/11/2019,16.12916613,4,08/11/2019,0,22/11/2019,14,21/11/2019,16:58:50,13,61,on,N/A,16.25176913,16.12916613
2019/2020,B4/5,CP13417,2018/2019,1,21/11/2019,16.25176913,4,25/11/2019,0,09/12/2019,14,26/11/2019,13:45:57,1,33.51666667,off,274,16.66493324,16.25176913
