Breeding_season,Nest_box_ID,Female_ID ,Female_cohort,Female_age,First_egg_lay_date,Lay_av_temp_celcius,Clutch_size,Inc_start_date,Laying_gap,Hatch_date,Inc_period_length_days,Obs_date,Obs_bout_time,Inc_day,Total_obs_duration_minutes,Bout_type_on_off,Bout_duration_seconds,Obs_Niwa_daily_av_ambient_temp_celcius,Lay_date_av_temp
2019/2020,WR/1,CP8270,2015/2016,4,05/11/2019,16.12916613,5,09/11/2019,0,23/11/2019,14,09/11/2019,13:20:19,1,60,off,772,17.76429002,16.12916613
2019/2020,WR/1,CP8270,2015/2016,4,05/11/2019,16.12916613,5,09/11/2019,0,23/11/2019,14,09/11/2019,13:33:11,1,60,off,237,17.76429002,16.12916613
2019/2020,WR/1,CP8270,2015/2016,4,05/11/2019,16.12916613,5,09/11/2019,0,23/11/2019,14,09/11/2019,13:37:08,1,60,on,543,17.76429002,16.12916613
2019/2020,WR/1,CP8270,2015/2016,4,05/11/2019,16.12916613,5,09/11/2019,0,23/11/2019,14,09/11/2019,13:46:11,1,60,off,199,17.76429002,16.12916613
2019/2020,WR/1,CP8270,2015/2016,4,05/11/2019,16.12916613,5,09/11/2019,0,23/11/2019,14,09/11/2019,13:49:30,1,60,on,759,17.76429002,16.12916613
2019/2020,WR/1,CP8270,2015/2016,4,05/11/2019,16.12916613,5,09/11/2019,0,23/11/2019,14,09/11/2019,14:02:09,1,60,off,485,17.76429002,16.12916613
2019/2020,WR/1,CP8270,2015/2016,4,05/11/2019,16.12916613,5,09/11/2019,0,23/11/2019,14,09/11/2019,14:10:14,1,60,on,N/A,17.76429002,16.12916613
2019/2020,WV/11,CP5099,2013/2014,6,17/11/2019,15.76832268,4,21/11/2019,1,N/A,N/A,22/11/2019,14:49:40,1,60,off,1119,14.40416606,15.76832268
2019/2020,WV/11,CP5099,2013/2014,6,17/11/2019,15.76832268,4,21/11/2019,1,N/A,N/A,22/11/2019,15:08:19,1,60,off,146,14.40416606,15.76832268
2019/2020,WV/11,CP5099,2013/2014,6,17/11/2019,15.76832268,4,21/11/2019,1,N/A,N/A,22/11/2019,15:10:45,1,60,on,185,14.40416606,15.76832268
2019/2020,WV/11,CP5099,2013/2014,6,17/11/2019,15.76832268,4,21/11/2019,1,N/A,N/A,22/11/2019,15:13:50,1,60,off,351,14.40416606,15.76832268
2019/2020,WV/11,CP5099,2013/2014,6,17/11/2019,15.76832268,4,21/11/2019,1,N/A,N/A,22/11/2019,15:19:41,1,60,on,N/A,14.40416606,15.76832268
